id,date,region,channel,product_category,customer_segment,ad_spend,price,discount_rate,market_reach,impressions,click_through_rate,competition_index,seasonality_index,campaign_duration_days,customer_lifetime_value,sales_revenue
6426,25-02-2010 14.18,North,Social Media,Storage,Premium,66,1.65,0.3476,387,6417,0.0094,1.97,1.366025404,28,3585.8,175.4589243
6427,06-12-2011 11.51,North,Influencer,Lighting,Standard,0.79,0.79,0.5766,139,5329,0.091,6.07,1,7,173.89,140.3196801
6428,30-05-2010 13.02,North,social media,General,Premium,2.9,1.45,0.0026,142,5475,0.0564,5.78,-0.366025404,60,,151.1497279
6429,31-03-2010 11.11,North,Affiliate,Storage,Premium,1609.242829,1.95,0.2982,506,13367,0.0276,2.9,1,,591.56,183.9280892
6430,16-06-2010 14.01,North,Search,Storage,Premium,1.25,1.25,0.5138,,18679,0.1021,4.52,-1,14,4071.88,139.7137498
6431,23-05-2010 13.03,North,Influencer,Seasonal,Premium,20.28,1.69,0.2886,,614,,3.22,-0.366025404,90,2214.131,160.1936364
6432,29-06-2010 10.52,North,Affiliate,Storage,Premium,20.8,0.65,0.072,524,32975,0.0034,0.68,-1,60,2878.34,220.1102987
6433,16-09-2010 10.49,North,social Media,Stationery,Budget,17.7,2.95,0.0717,47,1690,0.0965,4.13,-1,30,,101.5539989
6434,15-03-2011 11.45,North,Affiliate,General,Standard,1.45,1.45,0.0774,507,15905,0.0087,5.04,1,90,333.35,143.5646274
6435,28-08-2011 12.44,Norht,Search,Storage,Premium,0.55,0.55,0.1883,178,4324,0.0718,5.81,-1.366025404,,5333.01,196.7202617
6436,02-09-2010,North,Search,General,Standard,35.7,5.95,0.0606,156,1487,0.0302,1.83,-1,7,70.74,71.22836836
6437,24-10-2010 14.35,North,Influencer,Stationery,Premium,0.84,0.42,0.2967,187,5831,0.0361,7.45,-0.366025404,14,413.21,204.6225884
6438,09-05-2011 14.10,north ,Search,Storage,Premium,20.8,2.08,0.1907,978,22162,0.3597,1.54,-0.366025404,60,2332.27,279.2323861
6439,07-04-2011 12.24,North,Search,General,Premium,15,3.75,0.0635,383,4956,0.0349,6.54,0.366025404,60,2638.14,120.9034271
6440,07-11-2011 12.29,North,Social Media,Storage,Premium,0.55,0.55,0.0205,366,11940,0.197,2.16,0.366025404,60,10088.61,327.0925368
6441,03-11-2011 12.45,North,Search,Seasonal,Premium,3.78,0.63,0.1066,83,1560,0.0021,1.62,0.366025404,21,7800.29,162.2323735
6442,08-06-2011 12.02,North,Email,Kitchen,Premium,19.8,1.65,0.272,195,3859,0.0369,,-1,14,11741.62,106.7704893
6443,06-12-2011 13.20,north ,Influencer,Stationery,Standard,1.25,1.25,0.5266,55,1153,0.0809,8.09,1,30,318.71,99.40533918
6444,01-04-2011 11.34,North,Affiliate,General,Premium,5,1.25,0.3158,75,904,0.0251,1.33,0.366025404,90,4856.88,135.8995094
6445,09-11-2010 17.59,North,TV,General,Standard,17.4,1.45,0.162,84,543,0.0409,3.22,0.366025404,,144.2,113.5978737
6446,31-10-2010 14.06,North,Search,General,Premium,2.95,2.95,0.0718,232,3625,0.1922,1.46,-0.366025404,21,767.87,171.9796343
6447,28-01-2010 10.06,North,Search,Storage,Premium,45,1.25,0.2109,490,9713,,7.78,1.366025404,30,1176.98,165.748495
6448,08-11-2011 14.22,North,Email,General,Premium,,4.95,0.0178,941,15969,0.1879,4.34,0.366025404,28,46259.83,201.9699026
6449,06-12-2011 16.02,North,Influencer,Storage,Premium,20.8,2.08,0.0881,230,12204,0.0239,,1,90,1828.58,188.5711784
6450,24-10-2011 16.48,North,TV,General,Premium,229.44,2.39,0.2253,402,6387,0.0764,2.38,-0.366025404,60,214181.76,141.0741883
6451,22-11-2011 13.42,North,Affiliate,Lighting,Premium,25,6.25,0.1412,271,5363,0.0575,5.32,0.366025404,21,6338.03,111.9017341
6452,01-09-2011 12.41,North,Affiliate,Storage,Premium,10.4,2.08,0.0222,262,2262,0.0368,4.37,-1,7,,97.23628639
6453,19-08-2010 12.16,Norht,Social Media,Storage,Premium,16.5,1.65,0.1409,,26296,0.0666,2.84,-1.366025404,90,1894.28,138.759919
6454,22-04-2010 14.09,North,Email,Kitchen,Premium,6.8,0.85,0.1331,129,3694,0.1426,1.08,0.366025404,28,223,197.2427388
6455,23-05-2010 11.34,North,Affiliate,Stationery,Premium,46.8,0.65,0.1027,363,7458,0.0401,4.64,-0.366025404,,5615.01,199.7157561
6456,26-01-2010 14.25,North,Search,General,Premium,3.75,3.75,0.415,125,5418,0.0921,5.81,1.366025404,28,498.19,94.54836228
6457,21-04-2010 12.06,North,Affiliate,General,Standard,7.5,3.75,0.0897,389,12237,0.142,3,0.366025404,60,153.85,128.7556927
6458,08-12-2010 12.35,North,Social Media,Storage,Standard,1.95,1.95,0.3047,222,2145,0.1719,3.37,1,21,523.21,153.6778114
6459,11-11-2011 8.33,Nort,Affiliate,Stationery,Standard,1022.417162,0.42,0.2787,310,2761,0.0107,6.31,0.366025404,60,1458.03,260.1586609
6460,22-11-2011 15.36,North,Search,Storage,Premium,8.5,0.85,0.2464,423,12503,0.0201,2.56,0.366025404,28,936.29,200.8428693
6461,19-08-2011 15.29,North,Social Media,Storage,Premium,20.8,2.08,0.1248,386,18235,,2.81,-1.366025404,21,7094.83,113.7457186
6462,06-07-2011 15.10,North,Search,Storage,Premium,9.96,0.83,0.6,129,4336,0.0082,3.29,-1.366025404,14,1405.34,97.64800576
6463,11-11-2011 11.11,North,Affiliate,General,Premium,14.85,4.95,0.1444,941,25125,0.1139,7.22,0.366025404,7,2103.92,116.1214805
6464,23-11-2010 15.18,North,Social Media,Seasonal,Premium,15.12,0.42,0.1171,,1777,0.0358,4.51,0.366025404,90,4225.92,290.4168926
6465,27-04-2010 14.11,North,Affiliate,General,Standard,25.5,12.75,0.2624,1314,21344,0.0282,1.53,0.366025404,90,120.66,109.2010109
6466,26-09-2011 13.57,North,Influencer,General,Premium,8.7,1.45,0.0615,420,6247,0.0378,4.65,-1,90,19813.75,173.5562683
6467,13-01-2011 12.10,North,Influencer,General,Premium,2.55,0.85,0.3723,53,825,0.0931,4.74,1.366025404,7,2281.59,125.7816536
6468,05-12-2011 12.09,North,Email,General,Premium,12.48,2.08,0.0378,93,1242,0.0549,2.3,1,21,1621.32,138.0996609
6469,03-05-2011 13.39,North,Email,General,Premium,162.72,3.39,0.1453,198,4725,0.0142,2.78,-0.366025404,30,8742.38,115.1194943
6470,23-03-2011,north,Social Media,General,Premium,15,1.25,0.2397,278,3395,0.0409,1.14,1,14,6758.81,205.660749
6471,12-09-2011 13.11,North,Affiliate,General,Standard,16.5,8.25,,525,6330,0.1359,3.1,-1,28,850.58,92.74246425
6472,23-09-2011 15.45,North,Social Media,General,Premium,15.6,1.95,0.1804,261,3475,0.0371,2.49,-1,7,,108.1375216
6473,06-05-2011 8.10,North,Influencer,General,Premium,9.36,0.39,0.2628,69,1355,0.0157,5.67,-0.366025404,7,43342.19,163.5276151
6474,09-11-2011 13.17,North,Search,Stationery,Standard,1025.308499,2.95,0.2742,701,13995,0.0047,5.81,0.366025404,28,1204.59,160.8770948
6475,03-10-2011 14.52,North,TV,Seasonal,Budget,35.4,2.95,0.0912,896,7313,0.041,4.82,-0.366025404,7,70.08,89.89220073
6476,08-09-2011 12.57,North,Affiliate,Seasonal,Standard,30,1.25,0.1292,61,1756,0.0426,6.17,-1,21,404.191,89.71753825
6477,25-11-2010 13.32,North,Email,General,Premium,0.42,0.42,0.3266,225,2441,0.0191,3.51,0.366025404,7,3164.19,194.7732061
6478,29-07-2010 10.14,North,Search,Kitchen,Premium,17,8.5,0.0672,579,7997,,5.59,-1.366025404,14,1895.49,57.9662042
6479,10-11-2011 12.37,North,Email,General,Premium,44.76,7.46,0.2218,421,2995,0.2591,1.77,0.366025404,7,32282.79,214.6841047
6480,22-08-2011 15.05,Norht,Email,Seasonal,Premium,10.2,0.85,0.1381,236,4375,0.0215,6.34,-1.366025404,21,6989.92,123.914881
6481,06-12-2011 15.32,North,Search,Lighting,Premium,47.7,7.95,0.4678,309,5824,0.0467,3.49,1,7,1455.23,107.4472654
6482,04-03-2011 10.24,North,TV,General,Premium,1938.938948,1.65,0.2756,104,3569,0.049,5.93,1,30,,129.886457
6483,25-08-2010 16.58,North,Search,Seasonal,Standard,3.8,0.38,0.3223,16,303,0.0698,3.37,-1.366025404,90,,115.5345684
6484,25-02-2011 14.24,North,Affiliate,General,Premium,19.8,1.65,0.0061,556,10863,0.0763,2.54,1.366025404,28,21368.88,191.3993549
6485,19-12-2010 15.44,North,Affiliate,Storage,Premium,7.8,1.95,0.1208,423,11889,0.012,2.9,1,90,14118.21,146.2388507
6486,11-03-2011 14.26,North,Search,General,Premium,25.5,4.25,0.3266,583,6276,0.0002,7.88,1,30,627.13,93.34703958
6487,14-04-2011 10.17,North,Email,General,Premium,19.8,4.95,0.2133,894,19528,0.0587,5.97,0.366025404,28,7250.56,136.3188746
6488,03-11-2011 10.13,North,Affiliate,Kitchen,Budget,61.2,2.55,0.1543,180,3386,0.1987,4.07,0.366025404,30,101.17,138.734023
6489,19-06-2011 10.39,North,Search,Kitchen,Standard,19.8,1.65,,88,1311,0.107,2.31,-1,14,,118.7179956
6490,22-09-2011 17.31,East,Email,General,Standard,17.4,1.45,0.0517,508,14893,0.0631,2.78,-1,14,1626.96,121.8969102
6491,14-10-2010 12.27,West,Email,General,Standard,280.8,0.65,0.1065,221,2083,0.0759,4.26,-0.366025404,60,488.16,219.6575025
6492,02-06-2011 11.33,North,Email,Kitchen,Premium,11.25,3.75,,182,3308,,3.08,-1,28,4908.44,97.88600455
6493,04-11-2011 9.03,North,Social Media,General,Premium,16.5,1.65,0.2577,274,7377,0.0171,,0.366025404,7,12012.74,137.2741835
6494,13-11-2011 16.24,North,Affiliate,Seasonal,Premium,3.36,0.42,0.1041,361,9706,0.0091,4.35,0.366025404,90,544.97,231.6279551
6495,29-11-2011 15.06,Nort,Social Media,General,Premium,0.65,0.65,0.0837,460,16760,0.1319,1.66,0.366025404,30,,275.2235489
6496,08-08-2011 11.45,North,Email,General,Premium,30,3.75,0.0547,96,2917,0.1654,1.28,-1.366025404,14,8472.9,119.1785981
6497,11-10-2010 12.16,North,Email,Stationery,Standard,23.4,0.65,0.3636,363,3104,0.1283,2.08,-0.366025404,7,367.1,218.4995201
6498,25-03-2011 12.57,Nort,Search,General,Premium,21.9,10.95,0.3174,599,11630,0.0419,0.44,1,14,3185.51,142.7834601
6499,17-11-2011 11.02,North,Search,Storage,Premium,10.5,2.1,0.047,423,8608,0.0388,6.56,0.366025404,30,12933.56,148.8638863
6500,16-11-2010 12.14,North,Email,Stationery,Premium,7.8,0.65,0.5383,132,2970,0.112,3.85,0.366025404,60,53292.74,182.3034283
6501,27-06-2010 13.11,North,Influencer,Kitchen,Premium,3.75,3.75,0.076,13,265,0.129,3.7,-1,60,4874.59,128.0103607
6502,24-09-2010 12.05,North,TV,Lighting,Premium,2.52,0.42,0.324,95,3239,0.0415,5.91,-1,14,2151.53,117.1965587
6503,04-12-2009 12.59,north,Email,General,Premium,5.1,0.85,0.4671,124,4710,0.0828,6.79,1,7,1579.49,125.9037142
6504,27-01-2010 12.50,North,Search,Stationery,Premium,8.5,4.25,0.4669,8,112,0.001,4.69,1.366025404,21,885.12,61.99257359
6505,07-01-2011 12.28,North,Search,Storage,Budget,8.5,0.85,,365,9643,0.0341,5.37,1.366025404,,1452.89,188.5899182
6506,29-09-2010 16.31,North,Social Media,Storage,Premium,17.7,2.95,0.2551,228,1928,0.1286,1.45,-1,14,3654.47,130.8034434
6507,24-01-2010 12.31,North,Social Media,General,Premium,15,3.75,0.1524,124,2761,0.0403,1.37,1.366025404,60,433.14,156.1511745
6508,06-07-2011,North,Affiliate,General,Premium,0.65,0.65,0.2882,51,945,0.0155,1.98,-1.366025404,30,93762.66,97.30554495
6509,28-11-2011 15.54,North,Affiliate,Storage,Premium,6.25,1.25,0.4398,1115,19134,0.0199,6.14,0.366025404,28,50162.9,140.5089106
6510,29-11-2010 16.13,North,Email,Stationery,Premium,11.25,3.75,0.1932,447,3408,0.0303,7.78,0.366025404,7,4429.74,93.34351012
6511,07-12-2009 13.52,Nort,Social Media,General,Premium,19.8,1.65,0.21,84,3773,0.0245,5.08,1,30,1164.59,136.257998
6512,24-07-2011 10.37,North,Search,Storage,Premium,0.84,0.42,0.3956,348,16011,0.0726,6.69,-1.366025404,30,2786.66,227.2836602
6513,15-11-2010 12.50,North,Social Media,General,Standard,1.25,1.25,,293,3545,,2.15,0.366025404,14,1039.89,166.7819247
6514,12-10-2010 9.58,North,Search,Stationery,Premium,51.84,0.72,0.1655,793,19359,0.0461,1.48,-0.366025404,60,6683.86,262.6695462
6515,25-08-2011 9.55,North,Influencer,Kitchen,Premium,10,1.25,0.2395,125,2514,0.0364,5.94,-1.366025404,28,12186.72,101.717052
6516,06-06-2010 11.38,North,Social Media,General,Premium,1.25,1.25,0.2361,434,14038,0.0934,3.06,-1,14,333.89,159.3218924
6517,08-09-2011 10.35,North,TV,Stationery,Premium,7.5,1.25,0.2128,612,10205,,4.15,-1,21,704.63,110.2223932
6518,03-08-2010 11.32,North,social media,General,Premium,19.5,3.25,0.3254,303,4473,0.0171,3.54,-1.366025404,30,108.05,83.20157038
6519,04-12-2011 11.56,North,Email,General,Premium,6.25,6.25,0.4987,327,7886,0.0082,5.61,1,30,12169.13,66.14640272
6520,25-11-2010 14.40,Norht,Search,Storage,Standard,2.95,2.95,0.1143,228,3852,0.0142,6.43,0.366025404,28,229.1,102.2728377
6521,08-05-2011 13.32,North,Social Media,General,Premium,4.98,0.83,0.1105,143,3185,0.0809,2.25,-0.366025404,60,1408.35,203.7659114
6522,23-11-2011 13.15,North,Social Media,Storage,Premium,16.4,0.82,0.4437,86,1467,0.0303,2.8,0.366025404,60,4990.95,168.6491639
6523,30-06-2010 11.32,North,Email,Kitchen,Premium,17.88,1.49,0.5531,183,3253,0.1425,4.64,-1,28,458.46,112.6610775
6524,14-03-2011 12.41,North,Social Media,General,Premium,27.04,1.69,0.2722,1010,15379,0.0692,4.31,1,7,14199.83,193.7817626
6525,13-11-2011 15.30,North,Search,Storage,Premium,4.95,1.65,0.6,469,6059,0.0033,7.43,0.366025404,60,7490.84,112.5438178
6526,08-03-2011 13.50,North,Search,General,Premium,10.2,0.85,0.2833,266,10839,0.037,3.64,1,28,3652.14,178.9844357
6527,27-10-2010 14.34,North,Influencer,Storage,Premium,0.55,0.55,0.4849,822,11167,0.0124,3.87,-0.366025404,14,2829.7,250.0497263
6528,02-12-2010 13.49,North,SocialMedia,General,Budget,4.2,2.1,0.3112,473,9932,0.0456,6.05,1,14,437.99,120.8820916
6529,13-09-2011 13.46,North,TV,General,Standard,29.9,14.95,0.0788,184,3394,0.0559,5.26,-1,21,29.9,41.26097487
6530,09-11-2010 13.14,North,TV,Stationery,Premium,15,1.25,0.0819,89,1546,0.0256,4.77,0.366025404,21,1400.12,124.0907906
6531,24-01-2010 11.35,North,Influencer,Lighting,Budget,13.44,0.42,0.1626,199,4823,0.0243,3.94,1.366025404,21,154.41,246.0305842
6532,21-02-2011 15.04,North,Social Media,General,Premium,3.75,1.25,0.3284,,263,0.0224,2.9,1.366025404,90,7683.22,160.9906931
6533,05-04-2011 15.12,North,Social Media,General,Standard,19.8,1.65,0.1141,685,12896,0.0278,0.95,0.366025404,90,485.45,226.0666506
6534,07-07-2011 13.02,North,Email,Stationery,Premium,6.72,0.42,0.1018,105,2656,0.0235,5.73,-1.366025404,30,2318.14,149.7175668
6535,11-04-2010 15.34,North,Affiliate,General,Premium,10.08,0.21,,482,6259,0.0552,1.93,0.366025404,60,340.06,386.8989347
6536,07-11-2010 11.13,North,Search,General,Premium,7.5,1.25,0.2513,434,6682,0.17,2.64,0.366025404,28,1467.68,222.2129751
6537,19-06-2011 12.26,North,Social Media,Storage,Premium,1.65,1.65,0.3642,401,10515,0.0569,2.99,-1,60,323,144.8822284
6538,11-08-2010 14.39,North,Search,Lighting,Standard,22.5,3.75,0.347,138,7670,0.0502,6.41,-1.366025404,60,920.15,47.08920189
6539,17-11-2011 16.39,North,Influencer,General,Budget,10.95,10.95,0.0391,599,10888,0.0355,7,0.366025404,90,20.2,118.4246343
6540,14-06-2010 12.01,Nort,TV,General,Premium,12.75,4.25,0.177,24,213,0.0733,7.5,-1,30,1445.89,44.02050955
6541,24-03-2010 12.15,North,Email,Kitchen,Standard,1.49,1.49,0.321,183,3390,0.087,5.69,1,90,643.4,126.0505905
6542,07-10-2010 10.39,East,Email,Storage,Budget,17,4.25,,228,8901,0.0434,5.06,-0.366025404,28,2236.51,92.18656928
6543,30-10-2011 13.50,North,TV,Lighting,Premium,20.65,2.95,0.2292,84,1827,0.0449,1.02,-0.366025404,,1257.3,94.93098206
6544,13-12-2010 15.46,North,TV,Lighting,Premium,23.4,1.95,0.1241,24,209,0.0613,6.18,1,60,9884.4,103.4157844
6545,28-11-2010 14.57,North,Social Media,General,Premium,1734.068292,4.95,0.2021,631,5205,0.0199,1.28,0.366025404,14,1146.34,196.8525579
6546,21-03-2010 16.02,North,Affiliate,General,Premium,5.25,0.21,0.1998,124,3101,,5.43,1,60,1464.78,270.1416621
6547,31-08-2010 10.47,North,Social Media,Storage,Premium,19.5,1.95,0.2235,549,8200,0.0125,8.61,-1.366025404,7,6861.52,93.26135607
6548,01-07-2011 12.09,North,Affiliate,General,Premium,4.95,1.65,0.3965,182,4526,0.0204,6.49,-1.366025404,7,14422.27,65.49682655
6549,23-11-2011 13.01,North,Influencer,General,Premium,9.9,4.95,0.2857,631,12011,,4.69,0.366025404,,7925.9,122.6003664
6550,27-07-2011 13.17,North,Social Media,Storage,Premium,20.8,2.08,0.2008,412,4334,0.0871,5.02,-1.366025404,21,,109.2879683
6551,25-05-2010 15.21,Central,Social Media,General,Premium,14.98,7.49,0.4144,374,8394,0.0681,5.85,-0.366025404,90,1067.88,94.99643451
6552,23-10-2011 14.47,Norht,Influencer,Stationery,Standard,2.49,0.83,0.6,235,990,0.0644,5.86,-0.366025404,,322.89,150.1864593
6553,07-12-2010 14.41,North,Social Media,Lighting,Premium,9.9,4.95,0.0842,30,864,0.0663,4.48,1,90,23597.78,126.667804
6554,06-06-2010 14.05,North,TV,General,Standard,17.4,1.45,0.5135,404,6936,0.0771,1.75,-1,90,188.76,103.880698
6555,15-09-2011 15.26,North,Influencer,Storage,Budget,20.8,2.08,0.316,,4885,0.0639,3.3,-1,30,187.2,108.7458843
6556,13-12-2009 12.11,North,TV,Storage,Standard,13.2,1.65,0.252,418,9545,0.0035,,1,21,300.42,110.0893696
6557,01-11-2010 13.56,North,Social Media,Seasonal,Standard,2.55,0.85,,384,20760,0.041,6.27,0.366025404,28,,191.3290575
6558,27-11-2011 15.02,North,Search,Kitchen,Standard,1.06,1.06,0.1661,125,5391,0.0525,6.96,0.366025404,30,228.94,120.4944995
6559,03-11-2011 10.49,North,Email,Seasonal,Premium,10.2,0.85,0.039,247,3728,0.0082,4.84,0.366025404,28,,171.1443893
6560,04-12-2011 10.51,North,Social Media,Lighting,Premium,25.2,2.1,0.2251,123,2495,0.0392,,1,21,746.81,130.1719963
6561,07-10-2010 19.03,North,TV,General,Premium,1.25,1.25,0.4874,96,2801,0.0483,1.4,-0.366025404,21,3083.53,112.5486725
6562,21-11-2011 15.53,North,Affiliate,General,Premium,17.4,1.45,0.4338,490,9503,0.0082,6.01,0.366025404,14,3331.2,121.3585833
6563,27-04-2010 10.48,North,Email,Seasonal,Premium,7.5,1.25,0.1091,122,3318,0.0668,4.31,0.366025404,14,557.69,133.1423707
6564,02-07-2010 12.41,north,Affiliate,General,Premium,0.85,0.85,0.4057,164,3515,0.0197,3,-1.366025404,,17710.35,122.0833698
6565,28-03-2010 12.22,north,Search,General,Budget,12.6,2.1,0.2229,106,1085,0.0193,2.97,1,30,12.6,119.4145808
6566,22-04-2010 15.31,North,Social Media,General,Premium,5.95,5.95,0.2524,43,1297,0.2527,3.23,0.366025404,7,10051.01,160.2089152
6567,18-01-2011 11.54,North,Affiliate,Storage,Premium,69.6,1.45,0.1429,333,4419,0.0092,1.69,1.366025404,30,31632.2,161.8741974
6568,23-06-2011 13.13,North,Affiliate,General,Premium,8.75,1.25,0.18,161,2858,0.0713,4.52,-1,7,5201.29,110.1656166
6569,16-11-2011 13.25,North,Social Media,General,Standard,16.5,1.65,0.2253,253,4650,0.0611,0.83,0.366025404,28,1040.98,184.584995
6570,09-07-2010 14.55,North,Influencer,Stationery,Premium,30,1.25,0.096,641,8020,0.0211,5,-1.366025404,,1535.85,137.615216
6571,23-08-2010 9.23,North,Search,Kitchen,Premium,6.8,0.85,0.5492,129,2087,0.0103,1.64,-1.366025404,90,4067.89,125.0969806
6572,23-03-2011 13.44,North,Social Media,General,Premium,16.5,8.25,0.1349,116,9270,0.0257,7.92,1,,712.06,88.40341082
6573,09-09-2011 13.19,North,Email,General,Premium,30,1.25,0.3842,197,11935,0.0562,7.76,-1,28,823.95,94.47414412
6574,23-09-2011 12.38,North,TV,General,Premium,8.7,1.45,0.4023,262,9567,0.1406,9.43,-1,28,54945.85,113.8952918
6575,07-05-2010 14.02,North,Social Media,General,Premium,4.95,4.95,0.1664,208,9847,0.0836,6.06,-0.366025404,60,1821.68,100.0907717
6576,05-10-2011 13.58,north,Search,General,Premium,1.45,1.45,0.1839,306,3790,0.096,3.14,-0.366025404,60,56841.42,182.9677059
6577,08-11-2011 15.35,North,TV,General,Premium,15.6,0.65,0.1534,460,25718,0.0522,1.89,0.366025404,60,19593.59,210.6124603
6578,31-08-2010 12.35,North,Social Media,General,Budget,11.9,5.95,0.447,275,7800,0.0675,4,-1.366025404,30,41.45,70.41368674
6579,22-11-2010 8.09,North,Search,General,Premium,61.2,7.65,0.6,276,4497,0.05,0.58,0.366025404,,9923.15,152.2476183
6580,22-08-2010 16.07,North,TV,Kitchen,Premium,1.25,1.25,0.2834,169,4463,0.026,7.3,-1.366025404,60,1957.87,87.20321142
6581,06-11-2011 16.13,North,Email,General,Premium,1.25,1.25,0.6,251,2079,0.0315,2.86,0.366025404,21,1301.71,125.2790904
6582,20-03-2011 15.21,North,Search,Storage,Premium,5.2,0.65,0.0705,524,8223,0.1297,3.06,1,7,1456.88,261.1690564
6583,19-04-2011 12.08,East,Social Media,Storage,Premium,35.4,2.95,0.101,439,2402,0.001,2.56,0.366025404,14,2908.63,138.1626597
6584,29-09-2011 13.04,North,Affiliate,Lighting,Premium,19.5,1.95,0.2749,199,2191,0.0598,4.05,-1,60,454.94,90.51332704
6585,08-10-2010 13.16,north ,Influencer,General,Premium,4.56,0.19,0.4775,19,131,0.0806,6.93,-0.366025404,7,34343.56,160.6426335
6586,28-01-2010 17.13,North,Email,Seasonal,Premium,13,0.65,0.4373,156,1862,0.0253,4.67,1.366025404,21,1269.56,139.7963755
6587,05-02-2010 9.49,North,Search,Stationery,Premium,17,4.25,0.2366,160,1752,0.1254,6.33,1.366025404,90,766.28,144.4518903
6588,29-05-2011 15.44,North,Email,Storage,Premium,10.4,0.65,0.3744,524,28202,0.0143,5.62,-0.366025404,28,7327.88,194.698649
6589,06-01-2011 14.53,Norht,Influencer,Storage,Premium,3.9,1.95,0.0796,450,14300,0.1013,3.5,1.366025404,28,1557.8,181.9298413
6590,30-03-2010,North,TV,Lighting,Premium,17.7,2.95,0.2322,,1325,0.0823,2.59,1,7,40126.24,127.1680916
6591,30-06-2010 13.43,North,Affiliate,General,Premium,10.2,0.85,0.4005,,9863,0.0225,4.1,-1,7,68161.63,113.1718691
6592,01-04-2011 11.54,North,Social Media,General,Premium,4.25,0.85,0.36,138,4778,0.024,5.14,0.366025404,60,1540.63,142.1870766
6593,19-10-2011 10.31,North,Search,Storage,Premium,20.8,2.08,0.1565,344,2997,0.1118,6.37,-0.366025404,60,7591.88,158.2920664
6594,12-11-2010 13.05,North,Search,General,Premium,6.45,6.45,0.114,451,13653,0.0389,4.64,0.366025404,21,322.27,107.1271552
6595,25-11-2011 11.02,North,Email,General,Budget,1.95,0.39,0.0248,40,789,0.0846,4.94,0.366025404,90,13.64,153.0041419
6596,31-01-2010 13.30,North,TV,General,Premium,15,1.25,0.2677,128,4263,0.004,5.78,1.366025404,,179.7,84.73826713
6597,08-04-2011 10.32,East,TV,General,Standard,15,1.25,0.0582,95,821,0.0209,4.48,0.366025404,60,642.18,108.0848365
6598,23-11-2010 12.48,North,Search,General,Premium,7.15,0.65,0.6,250,3581,0.0162,3,0.366025404,90,1012.92,209.8472711
6599,16-10-2011 13.08,North,Social Media,Seasonal,Premium,3.3,1.65,0.0504,378,11046,0.1065,5.28,-0.366025404,60,365.91,160.783934
6600,13-12-2009 11.34,North,Influencer,Lighting,Premium,17.7,2.95,0.2999,42,1901,0.1053,4.79,1,14,288.82,115.0442917
6601,12-04-2011 13.38,North,Social Media,Stationery,Premium,83.4,6.95,0.296,219,2657,0.0948,5.19,0.366025404,60,33690.291,152.8650656
6602,14-12-2009 12.09,North,Affiliate,Seasonal,Standard,30,1.25,0.312,662,9643,,5.1,1,60,225.4,165.666094
6603,01-11-2011 10.21,North,Social Media,Storage,Premium,41.6,2.08,0.1078,978,27919,0.0598,3.95,0.366025404,60,9606.92,215.6435622
6604,17-02-2010 14.47,North,Social Media,General,Premium,6.3,2.1,0.1998,349,5013,0.0532,2.23,1.366025404,,511.14,156.9698287
6605,12-05-2011 10.15,north,Email,Stationery,Premium,15,15,0.6,405,11744,,5.33,-0.366025404,90,3451.54,58.17099549
6606,02-12-2009 15.17,North,Email,General,Premium,165,1.65,0.0167,526,19305,0.1203,,1,,897.8,211.4980534
6607,05-09-2010 10.44,North,Email,General,Premium,15,1.25,0.1073,231,18800,0.0345,7.77,-1,60,84436.65,118.4488573
6608,05-01-2011 15.57,North,Email,Kitchen,Premium,8.5,8.5,0.3444,579,19399,0.0583,2.36,1.366025404,14,5077.49,102.101054
6609,26-04-2011 12.31,North,Email,Lighting,Premium,15,3.75,0.3696,49,368,0.027,1.94,0.366025404,90,1955.43,103.1152147
6610,25-05-2010 10.25,North,Search,Kitchen,Standard,17,8.5,0.5041,440,8630,0.0311,4.43,-0.366025404,21,1058.1,76.52599581
6611,16-05-2010 12.51,North,TV,Storage,Premium,2.95,2.95,0.189,286,5525,0.0163,4.14,-0.366025404,90,12114.73,81.90160011
6612,21-01-2010 9.37,North,Search,General,Premium,12.6,2.1,0.2446,187,5271,0.0251,1.06,1.366025404,30,141.99,139.4427175
6613,02-06-2010 14.24,North,Influencer,General,Premium,1.95,1.95,,593,8054,0.0195,1.18,-1,14,752.86,161.3514242
6614,28-03-2010 13.10,North,Email,General,Premium,81.36,3.39,0.079,351,12984,0.0756,5.77,1,90,876.6,155.2354536
6615,11-03-2011 15.22,North,TV,General,Standard,34.8,1.45,0.1423,225,2764,0.0117,3.9,1,,704.3,119.0869264
6616,11-11-2011 13.46,NORTH,Social Media,Seasonal,Premium,,1.95,0.3134,207,6146,0.0372,4.45,0.366025404,7,2799.48,148.6310382
6617,06-05-2011 10.10,North,Search,Storage,Premium,1.1,0.55,0.1192,1115,16636,0.029,5.31,-0.366025404,7,6070.22,255.8907903
6618,26-10-2010 10.29,North,Social Media,Storage,Premium,201.6,0.42,,528,13829,0.0421,6.62,-0.366025404,7,9448.8,294.7383209
6619,11-03-2010 13.43,North,Email,General,Premium,10.2,0.85,0.3283,50,1416,0.0077,6.5,1,28,2462.31,105.4475366
6620,06-05-2010,North,Email,Storage,Premium,16.5,1.65,0.3134,702,26911,0.0454,2.37,-0.366025404,28,1104.95,147.2841151
6621,21-10-2010 17.38,North,Email,Stationery,Premium,5.04,0.42,0.1058,125,1737,0.1079,4.26,-0.366025404,7,4658.73,198.5492379
